logger_id,hw_version,sw_version,measurement_number,timestamp,rc_temperature,mag_x,mag_y,mag_z
86.160.54.227,22,20,592,2022-08-20T09:45:44.795Z,0.26,0.88,0.08,0.71
15.192.123.244,27,69,593,2022-08-19T09:45:44.795Z,0.82,0.22,0.80,0.43
38.78.188.207,87,5,594,2022-08-18T09:45:44.795Z,0.86,0.90,0.94,0.98
127.176.55.112,69,59,595,2022-08-17T09:45:44.795Z,0.72,0.90,0.91,0.92
238.22.198.167,62,78,596,2022-08-16T09:45:44.795Z,0.07,0.97,0.43,0.03
253.134.241.198,59,8,597,2022-08-15T09:45:44.795Z,0.21,1.00,0.29,0.07
183.215.195.124,7,89,598,2022-08-14T09:45:44.795Z,0.33,0.43,0.41,0.79
139.61.218.43,5,36,599,2022-08-13T09:45:44.795Z,0.36,0.05,0.63,0.83
19.188.91.108,7,98,600,2022-08-12T09:45:44.795Z,0.26,0.04,0.38,0.48
24.16.66.64,60,38,601,2022-08-11T09:45:44.795Z,0.20,0.99,0.90,0.37
15.110.53.91,58,28,602,2022-08-10T09:45:44.795Z,0.86,0.42,0.49,0.50
232.194.60.154,86,12,603,2022-08-09T09:45:44.795Z,0.53,0.35,0.91,0.92
104.168.160.188,17,0,604,2022-08-08T09:45:44.795Z,0.88,0.03,0.89,0.65
42.153.83.69,92,88,605,2022-08-07T09:45:44.795Z,0.46,0.02,0.10,0.99
7.156.108.186,6,11,606,2022-08-06T09:45:44.795Z,0.41,0.46,0.10,0.61
63.41.211.179,99,77,607,2022-08-05T09:45:44.795Z,0.08,0.12,0.71,0.77
141.149.26.183,90,69,608,2022-08-04T09:45:44.795Z,0.84,0.10,0.64,0.26
184.0.155.18,67,80,609,2022-08-03T09:45:44.795Z,0.36,0.61,0.03,0.45
7.156.108.186,67,14,610,2022-08-02T09:45:44.795Z,0.42,0.13,0.45,0.61
42.153.83.69,11,54,611,2022-08-01T09:45:44.795Z,0.14,0.36,0.45,0.04
38.62.124.65,90,78,612,2022-07-31T09:45:44.795Z,0.58,0.38,0.02,0.87
247.59.218.3,55,28,613,2022-07-30T09:45:44.795Z,0.33,0.79,0.16,0.82
167.94.235.99,75,79,614,2022-07-29T09:45:44.795Z,0.77,0.23,0.46,0.23
146.143.200.41,46,88,615,2022-07-28T09:45:44.795Z,0.04,0.06,0.18,0.80
227.70.186.165,61,80,616,2022-07-27T09:45:44.795Z,0.46,0.97,0.65,0.87
69.53.100.11,98,40,617,2022-07-26T09:45:44.795Z,0.52,0.27,0.31,0.37
164.218.147.198,22,98,618,2022-07-25T09:45:44.795Z,0.79,0.63,0.60,0.80
123.146.234.160,66,78,619,2022-07-24T09:45:44.795Z,0.84,0.01,0.81,0.32
215.127.155.123,43,20,620,2022-07-23T09:45:44.795Z,0.51,0.25,0.32,0.17
227.1.158.125,15,49,621,2022-07-22T09:45:44.795Z,0.96,0.19,0.82,0.43
15.110.53.91,43,11,622,2022-07-21T09:45:44.795Z,0.17,0.02,0.21,0.07
11.15.29.81,43,9,623,2022-07-20T09:45:44.795Z,0.74,0.84,0.27,0.42
121.20.106.23,36,99,624,2022-07-19T09:45:44.795Z,0.72,0.66,0.76,0.88
197.242.108.229,94,38,625,2022-07-18T09:45:44.795Z,0.63,0.81,0.90,0.93
249.113.7.153,83,0,626,2022-07-17T09:45:44.795Z,0.53,0.00,0.05,0.87
86.160.54.227,83,9,627,2022-07-16T09:45:44.795Z,0.58,0.23,0.58,0.95
183.215.195.124,2,2,628,2022-07-15T09:45:44.795Z,0.20,0.89,0.94,0.94
234.228.32.255,20,74,629,2022-07-14T09:45:44.795Z,0.15,0.46,0.52,0.01
185.165.74.188,20,38,630,2022-07-13T09:45:44.795Z,0.72,0.53,0.66,0.46
50.134.108.148,42,81,631,2022-07-12T09:45:44.795Z,0.20,0.48,0.93,0.68
227.1.158.125,26,48,632,2022-07-11T09:45:44.795Z,0.34,0.41,0.35,0.27
129.247.21.135,9,13,633,2022-07-10T09:45:44.795Z,0.89,0.43,0.18,0.12
32.94.39.151,67,28,634,2022-07-09T09:45:44.795Z,0.78,0.29,0.93,0.97
147.141.86.246,48,42,635,2022-07-08T09:45:44.795Z,0.89,0.66,0.26,0.87
141.149.26.183,43,84,636,2022-07-07T09:45:44.795Z,0.57,0.18,0.59,0.75
64.93.160.244,6,57,637,2022-07-06T09:45:44.795Z,0.55,0.36,0.79,0.13
170.133.84.102,86,38,638,2022-07-05T09:45:44.795Z,0.43,0.76,0.07,0.05
234.228.32.255,22,6,639,2022-07-04T09:45:44.795Z,0.67,0.88,0.67,0.57
131.49.134.99,16,63,640,2022-07-03T09:45:44.795Z,0.90,0.96,0.81,0.63
143.62.57.8,68,81,641,2022-07-02T09:45:44.795Z,0.61,0.87,0.59,0.33
143.62.57.8,93,56,642,2022-07-01T09:45:44.795Z,0.04,0.54,0.36,0.79
229.146.54.0,53,85,643,2022-06-30T09:45:44.795Z,0.65,0.53,0.08,0.28
15.228.28.214,55,57,644,2022-06-29T09:45:44.795Z,0.50,0.77,0.44,0.98
32.94.39.151,96,42,645,2022-06-28T09:45:44.795Z,0.29,0.04,0.49,0.74
33.58.197.125,22,79,646,2022-06-27T09:45:44.795Z,0.77,0.74,0.34,0.98
138.124.233.7,57,33,647,2022-06-26T09:45:44.795Z,0.09,0.02,0.45,0.59
146.143.200.41,50,61,648,2022-06-25T09:45:44.795Z,0.95,0.86,0.89,0.67
227.57.102.88,95,73,649,2022-06-24T09:45:44.795Z,0.33,0.13,0.00,0.53
167.94.235.99,43,23,650,2022-06-23T09:45:44.795Z,0.60,0.87,0.20,0.12
15.110.53.91,26,46,651,2022-06-22T09:45:44.795Z,0.15,0.18,0.18,0.39
142.91.83.61,32,96,652,2022-06-21T09:45:44.795Z,0.16,0.23,0.74,0.31
38.62.124.65,8,13,653,2022-06-20T09:45:44.795Z,0.05,0.75,0.49,0.78
138.124.233.7,98,72,654,2022-06-19T09:45:44.795Z,0.71,0.97,0.20,0.98
234.228.32.255,30,58,655,2022-06-18T09:45:44.795Z,0.26,0.15,0.53,0.14
86.160.54.227,18,21,656,2022-06-17T09:45:44.795Z,0.14,0.67,0.23,0.18
249.113.7.153,28,37,657,2022-06-16T09:45:44.795Z,0.66,0.93,0.91,0.63
165.120.181.100,62,29,658,2022-06-15T09:45:44.795Z,0.40,0.37,0.26,0.47
121.20.106.23,85,6,659,2022-06-14T09:45:44.795Z,0.97,0.87,0.59,0.86
164.218.147.198,91,88,660,2022-06-13T09:45:44.795Z,0.08,0.76,0.63,0.21
46.192.108.207,11,35,661,2022-06-12T09:45:44.795Z,0.40,0.70,0.92,0.71
152.105.153.190,26,83,662,2022-06-11T09:45:44.795Z,0.68,0.92,0.25,0.87
64.93.160.244,21,11,663,2022-06-10T09:45:44.795Z,0.41,0.78,0.80,0.76
64.93.160.244,5,8,664,2022-06-09T09:45:44.795Z,0.82,0.87,0.15,0.05
74.156.128.157,34,83,665,2022-06-08T09:45:44.795Z,0.68,0.15,0.64,0.45
185.165.74.188,90,63,666,2022-06-07T09:45:44.795Z,0.45,0.67,0.61,0.56
113.29.33.83,10,83,667,2022-06-06T09:45:44.795Z,0.53,0.98,0.81,0.52
10.251.133.48,88,45,668,2022-06-05T09:45:44.795Z,0.38,0.14,0.60,0.49
2.197.232.44,90,27,669,2022-06-04T09:45:44.795Z,0.53,0.84,0.96,0.33
109.66.22.49,35,37,670,2022-06-03T09:45:44.795Z,0.80,0.88,0.57,0.52
42.153.83.69,13,21,671,2022-06-02T09:45:44.795Z,0.67,0.40,0.96,0.02
167.8.102.41,69,97,672,2022-06-01T09:45:44.795Z,0.86,0.21,0.12,0.77
232.194.60.154,84,67,673,2022-05-31T09:45:44.795Z,0.84,0.95,0.38,0.24
195.245.185.229,44,83,674,2022-05-30T09:45:44.795Z,0.56,0.79,0.37,0.03
37.106.25.145,93,70,675,2022-05-29T09:45:44.795Z,0.33,0.40,0.55,0.84
139.61.218.43,62,48,676,2022-05-28T09:45:44.795Z,0.18,0.98,0.57,0.44
46.192.108.207,31,29,677,2022-05-27T09:45:44.795Z,0.54,0.67,0.62,0.70
197.242.108.229,23,4,678,2022-05-26T09:45:44.795Z,0.67,0.79,0.54,0.68
152.105.153.190,48,59,679,2022-05-25T09:45:44.795Z,0.84,0.43,0.60,0.27
37.106.25.145,3,23,680,2022-05-24T09:45:44.795Z,0.00,0.02,0.52,0.91
247.59.218.3,51,34,681,2022-05-23T09:45:44.795Z,0.29,0.72,0.27,0.58
238.234.36.127,2,85,682,2022-05-22T09:45:44.795Z,0.19,0.52,0.09,0.08
251.56.78.195,51,67,683,2022-05-21T09:45:44.795Z,0.17,0.42,0.08,0.76
227.188.156.46,35,25,684,2022-05-20T09:45:44.795Z,0.43,0.46,0.67,0.20
232.194.60.154,25,81,685,2022-05-19T09:45:44.795Z,0.22,0.11,0.70,0.72
6.140.27.40,7,39,686,2022-05-18T09:45:44.795Z,0.26,0.26,0.10,0.40
109.129.73.59,86,12,687,2022-05-17T09:45:44.795Z,0.16,0.56,0.77,0.04
121.20.106.23,85,0,688,2022-05-16T09:45:44.795Z,0.41,0.24,0.59,0.83
223.206.84.5,87,13,689,2022-05-15T09:45:44.795Z,0.94,0.36,0.91,0.63
30.144.190.11,8,40,690,2022-05-14T09:45:44.795Z,0.02,0.80,0.59,0.57
149.148.199.138,14,26,691,2022-05-13T09:45:44.795Z,0.75,0.28,0.61,0.78
98.210.78.214,88,29,692,2022-05-12T09:45:44.795Z,0.62,0.07,0.99,0.01
170.133.84.102,93,76,693,2022-05-11T09:45:44.795Z,0.96,0.95,0.33,0.64
108.29.11.54,97,48,694,2022-05-10T09:45:44.795Z,0.95,0.20,0.19,0.53
142.91.83.61,82,68,695,2022-05-09T09:45:44.795Z,0.99,0.85,0.59,0.66
108.29.11.54,7,47,696,2022-05-08T09:45:44.795Z,0.37,0.37,0.54,0.74
239.19.32.122,93,60,697,2022-05-07T09:45:44.795Z,0.62,0.94,0.41,0.07
167.94.235.99,36,72,698,2022-05-06T09:45:44.795Z,0.93,0.32,0.57,0.84
232.194.60.154,12,84,699,2022-05-05T09:45:44.795Z,0.74,0.53,0.42,0.69
234.228.32.255,66,56,700,2022-05-04T09:45:44.795Z,0.34,0.43,0.16,0.32
139.61.218.43,75,55,701,2022-05-03T09:45:44.795Z,0.37,0.20,0.61,0.25
20.60.218.69,26,14,702,2022-05-02T09:45:44.795Z,0.17,0.93,0.28,0.57
50.134.108.148,94,72,703,2022-05-01T09:45:44.795Z,0.15,0.21,0.46,0.07
253.134.241.198,49,72,704,2022-04-30T09:45:44.795Z,0.49,0.29,0.57,0.32
10.251.133.48,68,89,705,2022-04-29T09:45:44.795Z,0.20,0.68,0.42,0.56
211.28.18.54,58,11,706,2022-04-28T09:45:44.795Z,0.76,0.52,0.78,0.32
131.49.134.99,54,31,707,2022-04-27T09:45:44.795Z,0.99,0.49,0.95,0.19
183.215.195.124,86,90,708,2022-04-26T09:45:44.795Z,0.15,0.44,0.42,0.24
223.206.84.5,87,30,709,2022-04-25T09:45:44.795Z,0.64,0.11,0.15,0.72
38.62.124.65,89,61,710,2022-04-24T09:45:44.795Z,0.18,0.20,0.97,0.74
147.141.86.246,97,70,711,2022-04-23T09:45:44.795Z,0.67,0.49,0.28,0.83
215.127.155.123,3,26,712,2022-04-22T09:45:44.795Z,0.69,0.58,0.12,0.38
142.91.83.61,10,66,713,2022-04-21T09:45:44.795Z,0.58,0.30,0.79,0.17
142.91.83.61,34,67,714,2022-04-20T09:45:44.795Z,0.07,0.25,0.12,0.60
109.66.22.49,59,5,715,2022-04-19T09:45:44.795Z,0.05,0.70,0.97,0.92
147.141.86.246,61,49,716,2022-04-18T09:45:44.795Z,0.30,0.11,0.41,0.19
123.146.234.160,78,17,717,2022-04-17T09:45:44.795Z,0.94,0.75,0.09,0.97
38.78.188.207,40,47,718,2022-04-16T09:45:44.795Z,0.82,0.21,0.83,0.94
129.247.21.135,15,16,719,2022-04-15T09:45:44.795Z,0.64,0.96,0.16,0.03
227.70.186.165,36,54,720,2022-04-14T09:45:44.795Z,0.59,0.54,0.86,0.09
128.168.216.93,81,35,721,2022-04-13T09:45:44.795Z,0.33,0.97,0.56,0.14
13.248.94.78,82,24,722,2022-04-12T09:45:44.795Z,0.43,0.53,0.72,0.63
131.49.134.99,11,77,723,2022-04-11T09:45:44.795Z,0.69,0.52,0.61,0.04
225.153.15.120,24,46,724,2022-04-10T09:45:44.795Z,0.22,0.17,0.62,0.52
131.49.134.99,50,54,725,2022-04-09T09:45:44.795Z,0.62,0.79,0.73,0.84
170.133.84.102,59,94,726,2022-04-08T09:45:44.795Z,0.15,0.85,0.68,0.32
50.134.108.148,76,66,727,2022-04-07T09:45:44.795Z,0.29,0.40,0.80,0.55
86.160.54.227,21,93,728,2022-04-06T09:45:44.795Z,0.15,0.66,0.66,0.30
79.222.124.27,40,39,729,2022-04-05T09:45:44.795Z,0.58,0.41,0.11,0.43
6.140.27.40,75,15,730,2022-04-04T09:45:44.795Z,0.18,0.37,0.69,0.06
2.197.232.44,37,98,731,2022-04-03T09:45:44.795Z,0.95,0.38,0.32,0.90
127.176.55.112,81,58,732,2022-04-02T09:45:44.795Z,0.65,0.99,0.04,0.31
225.153.15.120,62,91,733,2022-04-01T09:45:44.795Z,0.83,0.07,0.58,0.92
92.99.235.226,30,3,734,2022-03-31T09:45:44.795Z,0.14,0.62,0.52,0.34
46.192.108.207,73,52,735,2022-03-30T09:45:44.795Z,0.45,0.04,0.86,0.25
174.162.140.39,17,78,736,2022-03-29T09:45:44.795Z,0.21,0.16,0.69,0.95
38.78.188.207,48,25,737,2022-03-28T09:45:44.795Z,0.95,0.14,0.09,0.36
98.210.78.214,78,18,738,2022-03-27T09:45:44.795Z,0.99,0.50,0.16,0.15
15.228.28.214,91,91,739,2022-03-26T09:45:44.795Z,0.26,0.14,0.87,0.47
86.160.54.227,35,35,740,2022-03-25T09:45:44.795Z,0.41,0.56,0.64,0.72
62.221.0.43,15,89,741,2022-03-24T09:45:44.795Z,0.40,0.61,0.19,0.89
185.165.74.188,40,69,742,2022-03-23T09:45:44.795Z,0.10,0.59,0.60,0.47
239.19.32.122,98,24,743,2022-03-22T09:45:44.795Z,0.74,0.60,0.50,0.42
227.57.102.88,81,7,744,2022-03-21T09:45:44.795Z,0.14,0.89,0.72,0.22
92.99.235.226,3,38,745,2022-03-20T09:45:44.795Z,0.91,0.48,0.85,0.97
167.8.102.41,43,38,746,2022-03-19T09:45:44.795Z,0.00,0.21,0.06,0.01
92.174.228.133,98,10,747,2022-03-18T09:45:44.795Z,0.36,0.31,0.40,0.90
19.188.91.108,91,0,748,2022-03-17T09:45:44.795Z,0.22,0.86,0.47,0.31
113.29.33.83,62,34,749,2022-03-16T09:45:44.795Z,0.48,0.03,0.10,0.78
86.232.7.132,28,23,750,2022-03-15T09:45:44.795Z,0.49,0.28,0.25,0.48
89.227.13.82,43,17,751,2022-03-14T09:45:44.795Z,0.96,0.67,0.08,0.88
138.124.233.7,29,17,752,2022-03-13T09:45:44.795Z,0.71,0.74,0.18,0.75
142.91.83.61,76,40,753,2022-03-12T09:45:44.795Z,0.65,0.34,0.42,0.11
83.246.126.40,78,9,754,2022-03-11T09:45:44.795Z,0.17,0.71,0.59,0.78
238.234.36.127,85,34,755,2022-03-10T09:45:44.795Z,0.71,0.63,0.25,0.50
14.207.162.79,62,45,756,2022-03-09T09:45:44.795Z,0.19,0.71,0.37,0.55
197.242.108.229,23,47,757,2022-03-08T09:45:44.795Z,0.48,0.73,0.97,0.34
195.245.185.229,21,79,758,2022-03-07T09:45:44.795Z,0.48,0.53,0.22,0.14
7.156.108.186,81,84,759,2022-03-06T09:45:44.795Z,0.04,0.15,0.93,0.51
63.41.211.179,14,5,760,2022-03-05T09:45:44.795Z,0.50,0.10,0.89,0.58
184.0.155.18,49,64,761,2022-03-04T09:45:44.795Z,0.67,0.63,0.58,0.94
215.127.155.123,64,37,762,2022-03-03T09:45:44.795Z,0.28,0.88,0.92,0.27
7.156.108.186,24,88,763,2022-03-02T09:45:44.795Z,0.90,0.79,0.22,0.64
33.58.197.125,84,24,764,2022-03-01T09:45:44.795Z,0.52,0.15,0.52,0.32
14.207.162.79,24,52,765,2022-02-28T09:45:44.795Z,0.23,0.53,0.69,0.39
167.8.102.41,11,31,766,2022-02-27T09:45:44.795Z,0.16,0.45,0.71,0.74
225.153.15.120,43,56,767,2022-02-26T09:45:44.795Z,0.44,0.54,0.35,0.38
79.222.124.27,43,66,768,2022-02-25T09:45:44.795Z,0.37,0.32,0.16,0.68
79.222.124.27,28,12,769,2022-02-24T09:45:44.795Z,0.55,0.23,0.15,0.30
91.210.129.73,47,30,770,2022-02-23T09:45:44.795Z,0.97,0.57,0.78,0.75
201.2.155.78,42,71,771,2022-02-22T09:45:44.795Z,0.72,0.89,0.81,0.77
174.162.140.39,47,2,772,2022-02-21T09:45:44.795Z,0.86,0.21,0.73,0.10
33.58.197.125,94,9,773,2022-02-20T09:45:44.795Z,0.50,0.29,0.76,0.72
13.248.94.78,61,45,774,2022-02-19T09:45:44.795Z,0.01,0.95,0.56,0.43
227.1.158.125,49,62,775,2022-02-18T09:45:44.795Z,0.15,0.78,0.34,0.95
121.20.106.23,30,87,776,2022-02-17T09:45:44.795Z,0.98,0.32,0.12,0.77
108.29.11.54,94,13,777,2022-02-16T09:45:44.795Z,0.02,0.83,0.23,0.88
174.162.140.39,42,90,778,2022-02-15T09:45:44.795Z,0.95,0.72,0.87,0.81
248.113.69.76,89,22,779,2022-02-14T09:45:44.795Z,0.33,0.18,0.69,0.75
108.29.11.54,18,70,780,2022-02-13T09:45:44.795Z,0.63,0.16,0.80,0.93
131.49.134.99,25,64,781,2022-02-12T09:45:44.795Z,0.42,0.66,0.87,0.33
121.20.106.23,42,42,782,2022-02-11T09:45:44.795Z,0.70,0.11,0.95,0.43
85.166.215.239,95,77,783,2022-02-10T09:45:44.795Z,0.25,0.88,0.31,0.54
69.53.100.11,53,73,784,2022-02-09T09:45:44.795Z,0.56,0.00,0.63,0.61
108.29.11.54,67,78,785,2022-02-08T09:45:44.795Z,0.46,0.54,0.31,0.03
141.149.26.183,63,55,786,2022-02-07T09:45:44.795Z,0.28,0.96,0.82,0.64
227.188.156.46,50,24,787,2022-02-06T09:45:44.795Z,0.56,0.70,0.32,0.04
46.192.108.207,12,73,788,2022-02-05T09:45:44.795Z,0.82,0.79,0.29,0.50
20.60.218.69,93,93,789,2022-02-04T09:45:44.795Z,0.41,0.54,0.77,0.87
234.228.32.255,24,4,790,2022-02-03T09:45:44.795Z,0.81,0.69,0.59,0.57
141.149.26.183,56,70,791,2022-02-02T09:45:44.795Z,0.44,0.15,0.38,0.49
79.222.124.27,58,94,792,2022-02-01T09:45:44.795Z,0.89,0.48,0.33,0.32
53.67.115.251,17,5,793,2022-01-31T09:45:44.795Z,0.70,0.43,0.40,0.28
109.66.22.49,67,67,794,2022-01-30T09:45:44.795Z,0.10,0.28,0.22,0.48
20.60.218.69,79,27,795,2022-01-29T09:45:44.795Z,0.46,0.19,0.90,0.63
195.245.185.229,49,49,796,2022-01-28T09:45:44.795Z,0.19,0.13,0.57,0.63
38.78.188.207,91,42,797,2022-01-27T09:45:44.795Z,0.57,0.65,0.15,0.83
32.94.39.151,1,20,798,2022-01-26T09:45:44.795Z,0.26,0.06,0.52,0.21
238.234.36.127,69,80,799,2022-01-25T09:45:44.795Z,0.39,0.40,0.96,0.86
211.28.18.54,61,23,800,2022-01-24T09:45:44.795Z,0.05,0.03,0.65,0.02
127.176.55.112,24,94,801,2022-01-23T09:45:44.795Z,0.33,0.44,0.31,0.02
170.133.84.102,2,90,802,2022-01-22T09:45:44.795Z,0.04,0.64,0.77,0.93
24.16.66.64,11,3,803,2022-01-21T09:45:44.795Z,0.30,0.77,0.93,0.93
24.16.66.64,11,2,804,2022-01-20T09:45:44.795Z,0.08,0.90,0.19,0.12
227.188.156.46,27,97,805,2022-01-19T09:45:44.795Z,0.77,0.00,0.02,0.72
215.127.155.123,46,27,806,2022-01-18T09:45:44.795Z,0.56,0.03,0.22,0.76
139.61.218.43,25,50,807,2022-01-17T09:45:44.795Z,0.60,0.68,0.80,0.98
215.127.155.123,46,72,808,2022-01-16T09:45:44.795Z,0.81,0.60,0.66,0.85
14.207.162.79,54,52,809,2022-01-15T09:45:44.795Z,0.48,0.61,0.01,0.48
247.59.218.3,10,52,810,2022-01-14T09:45:44.795Z,0.31,0.78,0.95,0.28
179.75.85.18,52,67,811,2022-01-13T09:45:44.795Z,0.20,0.16,0.99,0.16
183.215.195.124,59,32,812,2022-01-12T09:45:44.795Z,0.69,0.86,0.77,0.45
248.113.69.76,98,25,813,2022-01-11T09:45:44.795Z,0.89,0.20,0.84,0.53
138.124.233.7,32,50,814,2022-01-10T09:45:44.795Z,0.27,0.28,0.55,0.98
104.168.160.188,65,14,815,2022-01-09T09:45:44.795Z,0.16,0.64,0.33,0.28
92.174.228.133,8,45,816,2022-01-08T09:45:44.795Z,0.14,0.80,0.13,0.40
128.69.51.116,77,41,817,2022-01-07T09:45:44.795Z,0.75,0.93,0.71,0.12
109.66.22.49,17,96,818,2022-01-06T09:45:44.795Z,0.18,0.57,0.87,0.32
149.148.199.138,14,85,819,2022-01-05T09:45:44.795Z,0.27,0.11,0.50,0.28
79.222.124.27,28,34,820,2022-01-04T09:45:44.795Z,0.61,0.33,0.19,0.73
170.133.84.102,11,41,821,2022-01-03T09:45:44.795Z,0.54,0.38,0.63,0.81
46.192.108.207,98,20,822,2022-01-02T09:45:44.795Z,0.46,0.01,0.90,0.10
146.143.200.41,31,37,823,2022-01-01T09:45:44.795Z,0.77,0.22,0.95,0.58
37.106.25.145,61,52,824,2021-12-31T09:45:44.795Z,0.09,0.02,0.24,0.39
15.228.28.214,56,84,825,2021-12-30T09:45:44.795Z,0.07,0.20,0.82,0.28
238.22.198.167,41,42,826,2021-12-29T09:45:44.795Z,0.26,0.83,0.28,0.59
184.0.155.18,64,88,827,2021-12-28T09:45:44.795Z,0.17,0.14,0.39,0.05
92.174.228.133,16,80,828,2021-12-27T09:45:44.795Z,0.48,0.08,0.35,0.79
225.153.15.120,99,94,829,2021-12-26T09:45:44.795Z,0.58,0.51,0.81,0.09
86.160.54.227,92,81,830,2021-12-25T09:45:44.795Z,0.61,0.43,0.86,0.54
37.106.25.145,84,66,831,2021-12-24T09:45:44.795Z,0.51,0.97,0.93,1.00
183.215.195.124,38,42,832,2021-12-23T09:45:44.795Z,0.77,0.85,0.13,0.46
143.62.57.8,58,61,833,2021-12-22T09:45:44.795Z,0.86,0.24,0.49,0.88
113.29.33.83,93,21,834,2021-12-21T09:45:44.795Z,0.47,0.09,0.09,0.01
232.194.60.154,68,49,835,2021-12-20T09:45:44.795Z,0.12,0.79,0.01,0.74
173.152.24.118,35,13,836,2021-12-19T09:45:44.795Z,0.60,0.83,0.17,0.15
211.28.18.54,92,38,837,2021-12-18T09:45:44.795Z,0.86,0.29,0.94,0.18
3.49.223.141,44,11,838,2021-12-17T09:45:44.795Z,0.81,0.32,0.88,0.86
147.141.86.246,37,18,839,2021-12-16T09:45:44.795Z,0.16,0.61,0.44,0.13
232.194.60.154,51,63,840,2021-12-15T09:45:44.795Z,1.00,0.22,0.32,0.33
232.194.60.154,8,74,841,2021-12-14T09:45:44.795Z,0.74,0.03,0.88,0.37
109.129.73.59,8,94,842,2021-12-13T09:45:44.795Z,0.54,0.79,0.53,0.84
142.91.83.61,92,34,843,2021-12-12T09:45:44.795Z,0.31,0.84,0.69,0.58
20.60.218.69,91,17,844,2021-12-11T09:45:44.795Z,0.39,0.64,0.51,0.62
20.188.119.58,48,45,845,2021-12-10T09:45:44.795Z,0.54,0.04,0.22,0.63
15.228.28.214,84,60,846,2021-12-09T09:45:44.795Z,0.84,0.98,0.56,0.78
170.133.84.102,77,93,847,2021-12-08T09:45:44.795Z,0.33,0.36,0.02,0.08
248.113.69.76,14,40,848,2021-12-07T09:45:44.795Z,0.27,0.61,0.56,0.30
179.75.85.18,94,72,849,2021-12-06T09:45:44.795Z,0.79,0.45,0.32,0.05
63.41.211.179,76,24,850,2021-12-05T09:45:44.795Z,0.74,0.48,0.29,0.42
46.143.177.229,7,78,851,2021-12-04T09:45:44.795Z,0.51,0.83,0.86,0.69
3.49.223.141,64,91,852,2021-12-03T09:45:44.795Z,0.71,0.98,0.37,0.12
138.124.233.7,62,30,853,2021-12-02T09:45:44.795Z,0.19,0.90,0.21,0.81
46.143.177.229,82,44,854,2021-12-01T09:45:44.795Z,0.91,0.10,0.12,0.55
113.29.33.83,83,90,855,2021-11-30T09:45:44.795Z,0.77,0.99,0.81,0.19
167.94.235.99,39,30,856,2021-11-29T09:45:44.795Z,0.48,0.06,0.35,0.35
164.218.147.198,76,29,857,2021-11-28T09:45:44.795Z,0.84,0.91,0.76,0.94
86.232.7.132,11,4,858,2021-11-27T09:45:44.795Z,0.97,0.37,0.15,0.73
6.140.27.40,32,69,859,2021-11-26T09:45:44.795Z,0.18,0.61,0.79,0.84
238.22.198.167,14,66,860,2021-11-25T09:45:44.795Z,0.73,0.62,0.34,0.39
129.247.21.135,25,71,861,2021-11-24T09:45:44.795Z,0.98,0.24,0.61,0.30
2.197.232.44,97,85,862,2021-11-23T09:45:44.795Z,0.32,0.21,0.04,0.48
170.133.84.102,56,95,863,2021-11-22T09:45:44.795Z,0.35,0.80,0.30,0.47
173.152.24.118,18,94,864,2021-11-21T09:45:44.795Z,0.25,0.63,0.21,0.10
15.110.53.91,83,33,865,2021-11-20T09:45:44.795Z,0.69,0.92,0.10,0.73
30.144.190.11,65,41,866,2021-11-19T09:45:44.795Z,0.78,0.89,0.13,0.65
184.0.155.18,37,0,867,2021-11-18T09:45:44.795Z,0.79,0.44,0.99,0.31
92.174.228.133,70,2,868,2021-11-17T09:45:44.795Z,0.24,0.57,0.63,0.17
15.192.123.244,2,81,869,2021-11-16T09:45:44.795Z,0.47,0.21,0.69,0.71
147.141.86.246,27,77,870,2021-11-15T09:45:44.795Z,0.31,0.30,0.11,0.74
170.133.84.102,60,80,871,2021-11-14T09:45:44.795Z,0.12,1.00,0.48,0.82
6.227.55.193,61,73,872,2021-11-13T09:45:44.795Z,0.93,0.78,0.44,0.75
92.174.228.133,85,40,873,2021-11-12T09:45:44.795Z,0.28,0.64,0.01,0.57
141.149.26.183,72,73,874,2021-11-11T09:45:44.795Z,0.15,0.99,0.70,0.57
239.19.32.122,79,54,875,2021-11-10T09:45:44.795Z,0.43,0.78,0.15,0.70
146.143.200.41,0,82,876,2021-11-09T09:45:44.795Z,0.74,0.31,0.43,0.03
20.60.218.69,96,54,877,2021-11-08T09:45:44.795Z,0.46,0.95,0.59,0.37
62.221.0.43,12,48,878,2021-11-07T09:45:44.795Z,0.66,0.67,0.53,0.91
15.192.123.244,87,93,879,2021-11-06T09:45:44.795Z,0.47,0.15,0.87,0.45
30.144.190.11,52,3,880,2021-11-05T09:45:44.795Z,0.69,0.06,0.73,0.78
167.8.102.41,70,30,881,2021-11-04T09:45:44.795Z,0.80,0.71,0.01,0.11
128.69.51.116,41,12,882,2021-11-03T09:45:44.795Z,0.62,0.30,0.43,0.22
164.218.147.198,37,42,883,2021-11-02T09:45:44.795Z,0.98,0.27,0.40,0.65
173.152.24.118,97,68,884,2021-11-01T09:45:44.795Z,0.73,0.90,0.45,0.77
79.222.124.27,11,48,885,2021-10-31T09:45:44.795Z,0.02,0.90,0.73,0.79
54.16.254.46,1,87,886,2021-10-30T09:45:44.795Z,0.08,0.34,0.23,0.68
249.113.7.153,76,73,887,2021-10-29T09:45:44.795Z,0.49,0.92,0.13,0.73
